customer_id,age,income,employment_status,credit_score,loan_amount,interest_rate,loan_duration,debt_to_income_ratio,num_late_payments,loan_status
8113,24,144401,Employed,624,43629,16.35,54,30.33,1,0
8114,19,108148,Employed,686,8684,27.07,50,48.05,6,1
8115,71,192022,Employed,421,48288,17.26,7,56.31,8,1
8116,73,123806,Unemployed,599,9151,5.14,30,38.9,9,1
8117,40,163992,Employed,616,31512,8.03,32,56.62,4,1
8118,56,42144,Employed,319,49861,26.11,49,18.79,0,1
8119,57,140270,Employed,841,14003,26.67,29,24.5,4,0
8120,56,153637,Unemployed,599,42540,24.48,55,51.8,2,1
8121,38,108909,Employed,769,42335,17.63,56,58.16,6,0
8122,40,175763,Employed,385,48782,14.86,29,54.52,9,1
8123,46,150661,Employed,704,20361,10.24,53,34.57,0,0
8124,31,53799,Employed,411,13733,17.79,25,50.54,6,0
8125,43,54510,Employed,438,47091,21.44,37,20.06,7,1
8126,68,107919,Employed,309,47276,19.18,39,25.86,2,1
8127,22,133043,Unemployed,590,36381,9.09,34,59.93,8,1
8128,72,180047,Self-Employed,678,17868,27.38,57,18.93,7,0
8129,48,73242,Employed,537,48439,13.54,43,22.13,8,1
8130,42,66546,Employed,629,14640,26.89,19,46.14,0,1
8131,48,174339,Employed,484,40648,13.73,29,43.45,7,0
8132,67,89939,Unemployed,724,46732,4.04,40,45.9,8,0
8133,37,141265,Employed,622,2710,22.92,58,57.51,2,0
8134,61,24897,Employed,781,33420,27.84,24,15.99,5,1
8135,72,151235,Unemployed,657,18544,9.88,13,38.89,3,1
8136,34,72540,Unemployed,661,40185,17.65,13,22.86,3,1
8137,62,50030,Employed,335,26957,24.81,11,29.71,5,1
8138,19,75313,Employed,815,49980,11.67,47,26.21,4,0
8139,42,148070,Employed,629,47763,10.73,16,56.54,7,0
8140,30,49870,Employed,568,16821,14.1,54,57.32,6,1
8141,56,136565,Unemployed,369,17614,17.87,48,34.91,7,0
8142,45,144703,Employed,818,23758,17.92,56,46.44,9,0
8143,59,180554,Employed,677,4186,16.13,18,20.57,2,0
8144,72,182130,Unemployed,592,40621,25.15,32,26.9,4,0
8145,23,77255,Employed,585,29478,7.13,29,42.91,4,0
8146,20,112407,Employed,659,3562,5.3,33,43.62,1,1
8147,52,137952,Employed,823,19415,7.55,8,55.45,4,0
8148,35,177451,Unemployed,636,33879,22.01,11,47.72,5,1
8149,28,129396,Employed,841,46988,6.92,7,52.13,6,1
8150,71,43674,Employed,335,39675,11.72,38,51.17,4,0
8151,37,157662,Employed,787,26948,26.75,21,23.56,8,0
8152,22,182504,Unemployed,678,40020,6.79,32,50.68,4,0
8153,36,60426,Employed,643,36917,17.26,46,20.32,1,0
8154,39,69584,Employed,529,47608,16.66,26,10.63,7,0
8155,36,189087,Self-Employed,696,10954,3.92,6,40.79,6,1
8156,64,93251,Self-Employed,720,2720,6.12,23,28.22,7,1
8157,33,89353,Self-Employed,701,22218,28.66,54,43.5,7,0
8158,41,115029,Employed,787,15815,28.95,21,21.11,4,0
8159,58,102990,Unemployed,345,12635,26.62,43,22.53,1,1
8160,21,24600,Employed,453,1521,14.66,23,54.98,4,1
8161,32,175762,Employed,560,12164,19.01,19,43.24,2,0
8162,42,128286,Employed,586,3423,25.25,54,14.46,8,1
8163,61,53762,Employed,630,6242,21.26,31,27.52,4,1
8164,72,139006,Employed,771,7731,27.17,11,42.51,6,1
8165,52,188571,Employed,568,43132,11.53,16,45.83,3,0
8166,72,158742,Unemployed,456,14312,19.85,7,34.85,9,1
8167,31,37341,Employed,728,33163,18.31,30,22.6,5,1
8168,66,115140,Employed,551,30394,29.58,8,43.46,3,1
8169,36,104074,Employed,566,34134,26.71,45,14.2,5,0
8170,55,37015,Self-Employed,358,7289,7.46,35,49.6,3,0
8171,53,130180,Employed,470,15948,4.59,14,47.79,1,1
8172,24,144581,Employed,618,37551,15.05,35,24.38,8,0
8173,47,69849,Employed,697,7026,17.73,47,13.04,7,0
8174,36,134719,Unemployed,314,12076,24.33,26,14.47,3,1
8175,66,35852,Employed,761,37756,7.31,27,31.33,5,0
8176,42,75361,Employed,437,13906,27.84,50,19.18,5,0
8177,33,131794,Employed,449,44476,18.43,17,31.82,2,0
8178,64,172330,Unemployed,599,21691,25.75,47,12.86,4,1
8179,71,82355,Employed,722,13552,25.58,58,32.15,3,0
8180,57,192580,Employed,718,26200,28.7,35,55.14,6,1
8181,68,144773,Employed,492,31339,20.79,51,43.91,4,1
8182,25,47410,Self-Employed,582,45377,24.16,11,13.24,5,0
8183,35,160967,Employed,553,2803,25.15,32,14.22,1,1
8184,45,53924,Employed,803,35002,15.64,39,35.38,4,0
8185,33,132622,Employed,612,14304,14.67,20,23.18,8,0
8186,69,90831,Employed,577,26682,28.56,59,32.08,7,1
8187,36,163336,Employed,609,41018,4.81,35,48.4,2,0
8188,59,48038,Employed,485,18145,28.73,20,29.66,3,1
8189,34,136936,Self-Employed,523,42308,18.62,41,25.03,9,1
8190,62,29136,Employed,721,32014,10.96,48,54.77,3,0
8191,30,33213,Unemployed,326,23715,18.04,34,45.68,6,1
8192,24,128546,Employed,680,24969,20.22,12,41.72,6,0
8193,44,47431,Self-Employed,619,24354,5.99,20,13.59,7,1
8194,27,62290,Employed,430,34663,21.09,57,35.04,0,1
8195,51,116815,Employed,822,49711,27.37,56,54.74,2,0
8196,53,150374,Employed,579,49005,29.22,34,51.12,8,0
8197,42,62747,Unemployed,584,43911,19.19,19,13.22,3,1
8198,23,95974,Unemployed,496,8451,11.83,15,47.55,5,0
8199,41,99763,Employed,574,1330,18.21,29,53.69,4,0
8200,35,149132,Employed,367,29123,3.08,43,22.2,2,0
8201,40,92994,Employed,532,4551,27.82,7,36.05,8,0
8202,23,89015,Employed,521,15376,24.19,12,54.28,1,1
8203,46,165959,Employed,752,28719,7.49,58,54.03,4,0
8204,42,20051,Employed,603,48059,19.45,40,30.64,0,0
8205,72,87695,Employed,699,47679,3.56,33,35.36,9,1
8206,34,48491,Unemployed,619,32475,8.83,45,15.31,1,0
8207,63,36080,Unemployed,563,18306,7.59,55,36.72,4,0
8208,41,54880,Employed,664,18902,7.22,31,53.05,8,0
8209,28,131056,Unemployed,688,22812,17.91,37,18.64,9,0
8210,43,67361,Employed,526,20834,29.04,20,32.91,8,0
8211,68,107685,Unemployed,755,6113,6.52,48,42.16,1,0
8212,51,100875,Employed,604,37106,26.57,27,12.43,6,0
8213,45,114841,Unemployed,804,27862,5.22,28,11.83,8,1
8214,20,167665,Employed,627,48702,5.24,15,52.45,9,1
8215,28,167239,Employed,820,15997,19.96,30,58.25,7,1
8216,55,108091,Employed,619,16471,18.51,58,48.04,5,1
8217,31,53005,Employed,791,41865,12.29,32,58.16,6,1
8218,68,85471,Employed,760,7461,17.4,54,17.67,4,1
8219,43,146718,Employed,834,42006,23.38,31,53.51,4,1
8220,65,126379,Unemployed,743,14604,23.88,23,55.29,6,0
8221,38,70728,Employed,742,22718,3.32,6,24.51,1,0
8222,71,159763,Employed,526,25636,5.11,7,42.41,9,1
8223,73,29756,Employed,826,29069,3.09,37,25.29,2,0
8224,56,143670,Employed,815,40909,3.42,42,15.47,7,1
8225,47,56308,Employed,717,44391,25.67,36,50.65,0,0
8226,25,84079,Unemployed,400,20871,5.26,47,55.3,9,0
8227,68,85524,Employed,707,31532,22.2,17,15.5,9,1
8228,37,29327,Employed,704,13221,29.46,18,42.41,1,0
8229,65,179592,Employed,429,33637,25.16,53,58.55,4,0
8230,49,194380,Employed,818,15232,4.79,34,23.66,8,0
8231,39,125561,Employed,334,19208,27.13,8,47.55,0,1
8232,24,114436,Employed,453,26151,28.87,9,30.61,1,1
8233,26,36533,Self-Employed,701,49527,22.07,21,13.19,9,1
8234,62,117417,Employed,363,3224,19.64,15,44.99,5,0
8235,18,113318,Employed,528,13380,19.25,19,22.3,2,0
8236,46,195560,Employed,552,33378,25.15,58,39.82,8,0
8237,25,60429,Unemployed,787,27126,17.94,56,13.53,2,0
8238,73,106348,Unemployed,314,7419,12.01,42,16.01,3,0
8239,71,93065,Employed,639,1533,29.2,24,10.29,8,1
8240,21,171725,Self-Employed,662,15518,4.31,48,20.89,6,1
8241,52,113396,Employed,479,1863,20.96,54,16.53,4,1
8242,20,33654,Employed,514,47728,18.81,35,24.68,7,1
8243,71,153180,Unemployed,453,26630,20.26,44,20.21,5,1
8244,62,89483,Unemployed,344,4026,20.34,9,23.18,5,1
8245,57,27899,Self-Employed,651,27975,6.34,52,16.44,3,0
8246,24,164444,Unemployed,320,23345,6.6,41,18.88,4,1
8247,44,188754,Self-Employed,668,12475,4.82,53,24.1,5,1
8248,18,115909,Employed,377,31434,28.34,37,31.81,3,1
8249,44,124971,Employed,418,18592,19.47,32,23.14,0,0
8250,33,111724,Employed,658,46982,5.08,28,19.37,5,1
8251,55,187655,Unemployed,813,12434,14.71,24,41.83,2,0
8252,24,49295,Employed,802,18481,12.7,39,28.13,2,1
8253,61,100565,Employed,331,44912,7.0,16,40.17,6,1
8254,40,69574,Unemployed,657,1433,25.19,24,29.97,7,1
8255,58,121067,Self-Employed,361,19340,23.94,28,30.68,6,1
8256,28,50066,Employed,396,20172,15.53,51,28.81,9,1
8257,59,160017,Employed,677,10414,17.11,49,52.63,0,0
8258,70,49418,Employed,795,1083,14.78,56,29.19,7,1
8259,50,102607,Employed,751,26287,17.88,47,40.07,1,0
8260,67,69874,Employed,514,6776,22.78,45,33.34,6,1
8261,53,132158,Self-Employed,383,4045,26.65,54,39.62,2,1
8262,54,168202,Employed,705,25792,18.99,13,19.79,5,0
8263,58,106257,Employed,406,41396,6.4,14,15.94,3,0
8264,34,150538,Employed,788,22740,23.85,19,39.53,5,0
8265,52,192466,Employed,656,37783,13.05,52,59.16,5,0
8266,65,69635,Employed,430,3558,20.01,53,22.9,2,1
8267,22,133023,Unemployed,321,44265,8.36,59,10.08,0,1
8268,65,119837,Unemployed,525,36044,7.41,45,55.64,9,1
8269,49,37404,Employed,405,38161,4.42,40,16.58,2,1
8270,20,92629,Unemployed,693,20049,11.49,39,53.36,3,0
8271,69,33156,Employed,400,22130,19.12,6,35.71,4,1
8272,64,69999,Employed,447,43744,11.61,37,18.94,2,1
8273,52,164857,Employed,529,40351,9.5,13,19.84,1,0
8274,69,199431,Employed,386,43568,29.86,28,36.36,6,1
8275,31,34694,Employed,822,27796,29.97,37,49.73,7,0
8276,65,187186,Employed,392,5257,19.33,43,50.53,7,1
8277,48,89549,Employed,452,23521,11.74,48,21.9,4,1
8278,48,52799,Employed,722,38470,26.26,40,45.55,9,0
8279,34,110288,Employed,653,38721,22.89,51,33.98,4,0
8280,41,162228,Employed,708,2912,19.63,27,41.02,7,1
8281,69,161376,Employed,386,17356,27.52,42,16.48,7,1
8282,40,60645,Employed,510,43731,15.02,32,31.72,6,0
8283,35,190010,Employed,682,13307,9.9,26,16.16,2,0
8284,67,97614,Unemployed,823,24109,29.11,57,35.13,3,0
8285,71,153387,Employed,452,34169,26.23,34,13.07,7,1
8286,31,118369,Employed,304,14755,27.63,18,16.68,1,0
8287,67,32420,Employed,375,31390,27.79,58,26.26,2,0
8288,32,38312,Employed,710,27931,13.33,42,35.56,5,1
8289,32,41395,Self-Employed,303,43520,26.24,42,15.73,1,0
8290,23,60301,Employed,671,33321,27.01,47,53.95,2,0
8291,44,66972,Employed,382,49411,17.78,50,24.02,8,1
8292,32,83294,Unemployed,730,43473,19.88,47,39.19,2,0
8293,67,100853,Employed,771,31040,18.59,45,17.1,6,0
8294,53,140135,Employed,661,4347,3.43,39,46.93,9,1
8295,72,199297,Unemployed,711,18733,17.46,39,36.98,5,0
8296,25,102504,Unemployed,334,15884,4.02,59,56.71,1,0
8297,32,42854,Employed,541,20471,15.18,56,44.36,1,1
8298,20,141373,Employed,379,35998,4.23,15,59.08,1,1
8299,64,90780,Unemployed,374,35559,15.29,20,50.62,9,1
8300,30,182001,Employed,583,24565,11.23,32,36.5,1,1
8301,58,126458,Employed,537,5119,23.9,21,21.25,7,1
8302,51,77103,Employed,636,49722,15.94,47,27.02,7,1
8303,41,83620,Employed,830,24333,16.83,47,28.77,9,0
8304,57,109590,Employed,382,44243,27.4,31,55.66,3,1
8305,49,104124,Employed,617,28473,16.02,57,22.87,2,1
8306,49,64590,Unemployed,596,10992,7.22,32,46.11,7,0
8307,47,120196,Employed,641,49883,6.04,56,39.41,8,1
8308,69,92554,Employed,723,28126,11.26,9,18.59,2,0
8309,66,161693,Employed,318,21734,10.17,39,23.41,5,1
8310,30,137781,Unemployed,303,46432,25.1,46,24.2,3,1
8311,18,20973,Employed,766,37812,23.49,16,18.96,2,0
8312,51,78786,Employed,489,8474,4.58,8,49.22,9,0
8313,32,124919,Employed,580,26708,8.43,44,25.66,8,0
8314,61,57097,Employed,362,31514,15.12,30,36.69,8,1
8315,31,141403,Self-Employed,553,2341,5.35,30,46.84,9,0
8316,74,54245,Employed,301,12508,7.49,43,58.44,8,1
8317,46,74841,Employed,366,42090,27.53,6,55.51,4,1
8318,51,45346,Unemployed,585,46999,17.61,17,20.61,6,0
8319,35,125633,Employed,431,39312,24.51,23,54.7,9,1
8320,71,91980,Employed,347,24696,11.92,46,52.31,4,1
8321,24,110417,Employed,346,49470,13.12,42,11.5,1,1
8322,46,96942,Employed,530,38082,26.18,18,54.23,1,0
8323,72,125147,Employed,583,43568,20.74,23,36.72,5,0
8324,48,110975,Employed,848,42156,21.32,20,19.58,7,1
8325,42,25972,Employed,327,39748,20.25,52,59.77,7,0
8326,55,68063,Employed,710,5713,17.61,11,25.59,7,0
8327,31,150017,Employed,772,19019,29.76,44,19.38,0,0
8328,25,77055,Unemployed,521,11935,27.14,18,18.65,1,1
8329,44,162003,Unemployed,675,14131,22.19,17,36.32,9,0
8330,71,158774,Employed,308,14389,21.31,15,18.74,4,1
8331,19,104834,Self-Employed,712,47734,5.28,31,35.99,9,0
8332,34,172612,Employed,770,2394,16.1,32,46.86,5,0
8333,54,77450,Employed,369,26694,16.39,27,57.43,8,0
8334,31,85252,Employed,641,35603,4.4,38,28.38,0,0
8335,42,66904,Employed,365,11754,23.4,48,58.8,1,0
8336,73,72320,Employed,369,9238,3.05,21,59.45,5,1
8337,47,51000,Employed,560,30422,14.48,6,39.4,9,0
8338,46,115341,Employed,831,41715,27.39,55,25.12,9,0
8339,37,22599,Employed,695,23949,12.19,48,52.65,8,1
8340,38,107636,Self-Employed,657,39064,18.73,46,12.66,5,1
8341,70,20018,Employed,657,48190,11.31,51,32.03,9,1
8342,39,151930,Employed,691,42646,7.83,48,41.69,1,1
8343,52,177064,Unemployed,675,10802,22.71,6,59.07,2,0
8344,54,183652,Employed,485,36677,8.52,16,44.77,3,0
8345,33,90916,Employed,604,34525,4.95,46,21.56,7,0
8346,67,186872,Employed,363,24819,14.75,27,52.67,8,0
8347,66,139193,Unemployed,477,42013,22.14,34,42.89,2,1
8348,60,78770,Unemployed,534,44090,18.66,39,53.22,5,1
8349,34,57487,Employed,339,48647,9.6,47,44.79,9,1
8350,33,164015,Employed,586,40296,25.08,8,27.38,3,0
8351,72,122342,Employed,558,11127,5.62,36,15.83,6,1
8352,19,81457,Employed,766,40434,21.1,18,44.59,6,0
8353,21,38836,Self-Employed,539,7366,19.38,16,20.16,9,0
8354,38,121150,Employed,802,11080,27.27,55,13.27,1,0
8355,56,31394,Employed,841,21022,17.23,51,24.64,8,0
8356,51,92158,Employed,650,9099,25.11,42,25.85,6,1
8357,47,144660,Employed,840,27597,8.81,13,59.63,5,1
8358,23,130599,Self-Employed,611,18987,17.72,15,38.17,8,0
8359,34,45280,Unemployed,407,40735,17.38,43,59.5,1,1
8360,56,144221,Employed,329,26019,10.97,20,48.62,6,1
8361,42,97318,Unemployed,608,12873,3.14,13,34.72,3,0
8362,22,152231,Employed,785,32904,23.09,59,24.21,8,0
8363,22,90162,Employed,345,7910,13.71,35,21.21,4,1
8364,37,174512,Employed,658,47237,11.1,41,21.72,0,0
8365,33,72712,Employed,436,5364,8.24,35,53.07,8,1
8366,68,129578,Employed,730,18291,26.0,36,29.82,3,0
8367,58,198728,Employed,550,4451,12.01,46,32.56,1,0
8368,54,157661,Employed,732,10247,8.51,10,40.86,6,0
8369,57,68241,Employed,506,35908,17.13,24,12.8,3,0
8370,26,43233,Employed,745,16869,24.11,54,33.74,4,0
8371,22,186083,Employed,358,12041,19.27,39,10.8,4,1
8372,59,28177,Employed,505,41715,28.93,18,47.24,0,1
8373,74,185600,Unemployed,630,32832,28.83,54,11.14,5,1
8374,19,134506,Employed,824,9345,27.36,30,45.25,7,1
8375,26,81351,Employed,457,41639,18.26,19,20.04,7,1
8376,60,111908,Employed,403,32901,23.74,16,50.63,7,1
8377,53,71827,Employed,658,1417,10.79,35,25.82,1,0
8378,39,174580,Employed,664,5348,18.53,12,55.23,8,0
8379,39,100501,Employed,478,16648,4.8,7,46.93,8,0
8380,39,88772,Employed,657,7911,10.11,40,20.5,3,1
8381,51,35611,Unemployed,563,44166,11.78,48,54.23,9,1
8382,72,173354,Employed,848,24326,12.75,8,11.02,8,1
8383,46,61003,Employed,652,33716,7.35,38,41.04,2,1
8384,55,162412,Employed,663,37631,5.25,56,52.06,3,0
8385,63,116629,Employed,549,5530,18.62,51,16.48,1,1
8386,50,106643,Employed,419,21416,16.27,37,12.26,6,0
8387,35,94684,Employed,491,4425,18.78,22,54.44,7,1
8388,24,128610,Employed,361,34773,6.49,56,24.82,5,0
8389,18,140332,Unemployed,509,21744,28.59,56,43.26,4,0
8390,50,103035,Employed,351,42991,14.16,33,51.88,4,1
8391,18,38165,Unemployed,612,26593,15.14,26,15.51,2,0
8392,41,129322,Employed,578,40018,17.77,56,28.87,4,0
8393,21,169332,Employed,687,3979,21.63,24,46.35,9,0
8394,21,74515,Employed,501,12868,13.39,38,13.84,9,1
8395,35,129446,Employed,438,46794,6.87,16,47.42,0,0
8396,44,50480,Employed,318,34207,24.14,38,54.03,2,0
8397,60,79789,Self-Employed,620,4209,10.04,28,49.74,9,1
8398,49,52191,Employed,394,16717,14.96,12,21.95,2,1
8399,50,79488,Unemployed,429,14129,20.07,13,51.93,0,0
8400,45,187116,Unemployed,404,18034,29.06,35,44.51,5,0
8401,59,107457,Employed,496,25179,3.91,12,47.36,9,0
8402,58,199848,Employed,559,28143,17.01,52,47.38,6,0
8403,72,122476,Employed,338,43051,28.28,53,32.5,8,1
8404,53,163908,Unemployed,800,27612,9.89,27,55.05,5,0
8405,23,94525,Unemployed,430,13433,6.03,32,16.2,4,1
8406,33,72648,Employed,453,32993,19.11,45,57.94,2,1
8407,51,33740,Employed,620,46439,7.11,47,10.34,4,0
8408,40,115716,Employed,421,11707,26.73,41,48.41,7,1
8409,67,164174,Unemployed,443,49638,22.53,50,19.31,5,1
8410,59,149677,Self-Employed,485,5985,6.27,41,13.23,6,1
8411,41,133917,Employed,846,3562,18.59,24,34.96,1,0
8412,73,181327,Employed,510,26998,3.73,32,35.69,2,0
8413,66,121630,Employed,699,23459,25.82,11,43.43,9,1
8414,30,45221,Employed,332,37551,8.55,21,39.73,7,1
8415,73,83265,Unemployed,458,44757,22.76,29,11.56,1,0
8416,35,20719,Employed,705,17438,5.87,29,20.22,5,1
8417,71,174212,Employed,663,43053,15.76,35,45.8,3,0
8418,30,152141,Employed,462,11104,28.09,44,57.12,7,0
8419,66,74714,Employed,430,25931,5.01,50,48.3,0,0
8420,54,93285,Employed,395,14599,10.98,40,59.28,2,1
8421,60,32935,Unemployed,569,5869,24.13,58,16.21,3,0
8422,56,139362,Employed,666,38775,15.51,55,57.92,6,0
8423,59,64035,Employed,664,14296,20.56,54,28.7,4,0
8424,34,146687,Employed,733,12201,24.92,40,38.02,1,1
8425,32,116256,Employed,360,23225,24.17,25,58.82,8,1
8426,35,179009,Employed,622,36033,13.68,41,32.38,0,0
8427,40,38540,Employed,507,9915,14.63,16,25.73,9,0
8428,71,93480,Employed,647,49852,18.42,55,49.54,1,1
8429,68,68702,Employed,344,26869,6.31,24,45.24,0,1
8430,47,98283,Unemployed,646,14969,26.48,45,11.09,1,0
8431,51,187979,Employed,668,38127,5.52,50,34.26,0,0
8432,21,166293,Employed,833,46399,7.99,30,56.16,7,0
8433,20,74781,Employed,657,29456,28.51,55,37.36,9,1
8434,24,27087,Unemployed,794,33622,10.61,27,40.67,6,0
8435,73,42789,Employed,359,10692,9.59,6,34.39,0,0
8436,35,184472,Employed,597,48930,14.48,25,39.3,7,1
8437,59,153271,Employed,358,33755,22.56,54,24.79,4,1
8438,24,198388,Employed,723,8185,12.89,40,20.16,8,1
8439,57,107273,Unemployed,530,19221,26.62,28,29.61,2,1
8440,23,135310,Self-Employed,747,47970,7.03,29,21.61,3,1
8441,39,167816,Employed,667,16569,6.18,44,55.53,3,0
8442,18,118231,Unemployed,328,9623,5.09,28,17.43,0,1
8443,21,199937,Employed,576,19203,11.06,43,22.0,2,0
8444,63,33894,Employed,678,17164,8.39,52,49.47,3,1
8445,66,180232,Unemployed,337,38139,15.46,12,15.1,3,1
8446,69,73095,Employed,506,18829,29.88,44,49.84,2,1
8447,67,49272,Employed,588,8080,26.45,49,38.91,7,1
8448,60,74021,Unemployed,792,22206,27.16,14,33.03,5,0
8449,46,53645,Employed,524,19299,25.43,34,53.53,3,0
8450,38,132079,Employed,751,48850,10.34,46,29.93,1,0
8451,43,41179,Employed,327,39035,9.11,48,23.67,7,1
8452,31,30691,Unemployed,633,27518,22.77,47,37.15,9,1
8453,26,149436,Unemployed,672,27756,19.17,15,37.89,2,0
8454,64,65311,Employed,600,30371,8.57,20,16.14,1,0
8455,29,115381,Unemployed,503,12050,29.12,53,49.27,0,0
8456,59,190110,Unemployed,678,4965,14.45,13,28.71,6,0
8457,68,44967,Employed,414,17675,24.99,50,16.3,0,1
8458,73,48478,Unemployed,319,22604,4.99,46,14.97,1,1
8459,68,60332,Employed,695,32676,3.95,51,38.26,9,1
8460,23,158138,Employed,351,10260,15.31,27,28.69,6,1
8461,37,59313,Employed,485,6602,6.22,25,25.87,2,0
8462,41,87857,Employed,652,20612,29.44,23,33.0,4,1
8463,44,65900,Employed,413,15560,24.92,39,49.62,3,1
8464,55,146861,Employed,813,48001,15.26,28,18.53,3,0
8465,25,61098,Employed,845,40815,29.45,33,15.93,3,0
8466,18,28294,Employed,581,45104,9.43,46,53.55,0,1
8467,71,189173,Employed,469,10109,21.33,15,50.57,4,0
8468,66,176131,Unemployed,620,12435,3.47,57,18.18,8,0
8469,66,116784,Unemployed,665,21392,13.05,48,37.93,3,1
8470,41,60626,Unemployed,819,41355,5.14,28,37.19,4,0
8471,64,40703,Employed,409,44743,12.92,15,48.71,2,0
8472,24,123693,Unemployed,843,24965,13.28,56,26.46,8,0
8473,36,154277,Employed,842,22040,13.13,6,13.21,1,1
8474,39,186001,Employed,623,16595,14.19,34,19.34,1,0
8475,74,184483,Employed,311,14932,19.66,51,20.6,0,1
8476,72,31628,Employed,322,30558,8.11,46,33.25,1,0
8477,52,123655,Unemployed,460,49912,9.33,10,35.18,9,0
8478,47,26518,Employed,563,31365,20.43,49,20.26,1,1
8479,46,189563,Employed,679,30934,15.59,34,25.94,5,0
8480,39,159018,Unemployed,379,44387,7.37,57,49.21,6,1
8481,28,20610,Employed,570,35307,24.26,55,12.17,1,0
8482,37,54311,Unemployed,724,42043,28.13,54,47.17,6,1
8483,46,146419,Unemployed,735,19320,15.56,25,58.89,4,1
8484,68,61876,Employed,377,20846,19.58,13,48.08,0,1
8485,58,70333,Employed,823,19790,25.01,30,56.59,3,0
8486,59,104192,Employed,410,39260,29.02,6,23.16,8,1
8487,51,61811,Employed,751,35365,29.17,41,35.89,7,0
8488,18,90072,Employed,713,42017,27.92,49,30.73,1,1
8489,48,135407,Employed,559,40595,25.03,21,23.66,3,1
8490,47,62974,Self-Employed,650,6945,14.5,10,12.03,5,1
8491,65,170928,Unemployed,483,47069,21.08,55,47.97,0,0
8492,35,195902,Unemployed,474,44771,23.61,55,46.23,2,1
8493,72,101983,Employed,685,7983,5.48,56,38.3,0,0
8494,34,65823,Employed,571,28272,6.14,18,58.7,8,1
8495,55,118863,Employed,485,27349,22.05,6,53.36,6,1
8496,31,120037,Employed,466,15853,21.01,13,38.13,3,1
8497,40,87078,Unemployed,442,28410,24.7,6,56.03,7,1
8498,42,127767,Self-Employed,792,39997,7.98,25,37.98,8,0
8499,32,87951,Employed,371,12411,28.29,44,51.88,2,1
8500,63,129287,Unemployed,643,10791,9.44,56,35.07,1,1
8501,73,163977,Employed,798,45506,6.65,30,50.32,6,0
8502,39,41601,Employed,446,7810,11.76,34,32.35,2,0
8503,20,123691,Employed,800,45166,24.83,8,38.58,2,0
8504,73,192027,Employed,637,46319,3.76,58,19.8,2,0
8505,72,68435,Unemployed,384,23850,9.12,34,40.91,4,1
8506,36,175116,Unemployed,442,21490,28.8,23,49.9,7,0
8507,74,31246,Employed,610,4939,3.46,58,51.88,0,1
8508,61,22458,Employed,668,41513,10.51,23,48.45,5,0
8509,51,26028,Employed,740,9454,11.8,29,10.56,6,1
8510,52,139247,Unemployed,366,22387,27.95,58,56.63,0,0
8511,67,71901,Self-Employed,833,27430,25.98,11,12.92,6,0
8512,18,157378,Unemployed,640,12079,15.42,33,45.46,1,0
8513,69,126555,Unemployed,401,9645,11.57,57,51.1,0,1
8514,38,47678,Employed,613,43214,28.5,19,48.35,9,0
8515,46,110444,Employed,409,4671,8.08,31,48.6,3,1
8516,23,32363,Employed,731,12379,15.87,12,21.18,1,0
8517,54,165138,Employed,641,23807,14.3,16,14.34,8,0
8518,18,83804,Unemployed,478,46605,28.25,26,33.67,7,1
8519,68,134433,Unemployed,433,25555,23.41,10,41.58,3,0
8520,18,68544,Employed,329,6897,15.51,36,51.22,6,1
8521,44,118247,Employed,772,16005,19.39,50,27.62,7,1
8522,38,20189,Employed,684,37582,27.5,50,51.2,8,1
8523,70,31752,Employed,308,23359,25.44,32,35.08,4,1
8524,33,27482,Employed,435,41218,19.62,38,49.31,3,1
8525,61,36679,Employed,589,17669,27.71,39,21.35,7,1
8526,71,143056,Self-Employed,342,34919,13.27,55,48.25,2,0
8527,57,20799,Employed,404,43190,22.8,41,20.64,1,1
8528,43,141691,Employed,330,46615,3.44,51,14.05,2,0
8529,33,161006,Employed,518,34468,18.74,10,49.3,5,1
8530,45,77558,Self-Employed,412,38004,6.7,31,49.06,7,1
8531,18,79223,Unemployed,559,1977,17.16,53,15.51,2,1
8532,53,61556,Employed,311,7036,9.66,57,31.28,9,1
8533,27,160981,Self-Employed,770,22219,13.28,40,11.55,1,0
8534,60,111467,Employed,639,29619,24.39,25,46.1,7,0
8535,34,130719,Employed,545,6761,4.58,19,48.95,9,1
8536,74,111404,Employed,549,21350,17.51,10,43.56,4,1
8537,40,63558,Employed,808,2875,6.91,17,36.34,7,0
8538,24,179085,Employed,603,12926,18.48,18,16.8,3,1
8539,61,123018,Self-Employed,812,33980,20.11,53,59.37,5,0
8540,70,173947,Unemployed,660,29382,7.92,32,22.81,5,1
8541,24,31408,Employed,343,28663,3.16,32,51.93,0,0
8542,61,55607,Employed,618,23156,5.31,21,13.82,4,0
8543,32,81684,Employed,788,21867,21.62,56,19.54,1,1
8544,51,187353,Employed,593,31977,13.26,59,44.37,1,0
8545,63,47326,Employed,808,24665,13.07,9,12.1,7,0
8546,62,33601,Employed,820,26408,21.68,18,10.36,1,1
8547,21,144594,Unemployed,625,25089,16.42,23,40.78,0,0
8548,31,21135,Unemployed,552,18181,20.2,50,43.7,7,0
8549,31,173813,Employed,607,48989,27.82,17,45.46,4,0
8550,33,31913,Employed,622,1037,16.69,24,53.2,9,1
8551,24,30101,Employed,335,12155,20.23,22,25.85,1,1
8552,49,169703,Employed,590,26624,20.27,47,14.34,7,1
